"ID","WindForce","Cliwoc.Class","Beaufort","mps"
"518","FUERTES EN RAFAGAS","3","7","15.3999996"
"519","FUERTES FUGADAS","8",NA,NA
"520","FUERTES RACHAS","8",NA,NA
"521","FUERTES RAFAGAS","3","7","15.3999996"
"522","fuertes ráfagas","3","7","15.3999996"
"523","FUERTES RÁFRAGAS","3","7","15.3999996"
"524","FUERZA","4","9","22.6000004"
"525","FUERZA VARIA","8",NA,NA
"526","FUERZA VARIABLE","8",NA,NA
"527","FUGADAS","8",NA,NA
"528","FUGADAS BASTANTE RECIAS","8",NA,NA
"529","FUGADAS DE CHUBASCOS","8",NA,NA
"530","FUGADAS DURAS","3","7","15.3999996"
"531","fugadas huracanadas","4","12","35"
"532","FUGOSO","2","4","6.69999981"
"533","FUGOSO Y BONANCIBLE","2","4","6.69999981"
"534","FUGOSOS","2","4","6.69999981"
"535","FURIA","4","9","22.6000004"
"536","FURIOSA","4","9","22.6000004"
"537","FURIOSAMENTE","4","9","22.6000004"
"538","FURIOSAS RAFAGAS","8",NA,NA
"539","FURIOSO","4","9","22.6000004"
"540","FURIOSO INCONSTANTE","4","9","22.6000004"
"541","GALENA","2","4","6.69999981"
"542","GALENITO","2","4","6.0999999"
"543","GALENO","2","4","6.69999981"
"544","GRAN FUERZA","4","9","22.6000004"
"545","GRANDE FUERZA","4","9","22.6000004"
"546","GRUESA","8",NA,NA
"547","HABIA CAIDO ALGO","8",NA,NA
"548","HERMOSO","8",NA,NA
"549","HUBO VARIAS CALMAS","1","0","0"
"550","HURACAN","4","12","35"
"551","HURACAN DESHECHO","4","12","35"
"552","HURACANADO","4","12","35"
"553","IGUALMENTE VARIABLE EN ESCASEAR Y ALARGAR","8",NA,NA
"554","IMPETUOSO","4","9","22.6000004"
"555","INAGUANTABLE","4","8","19"
"556","INCONSTANTE","8",NA,NA
"557","inconstantes","8",NA,NA
"558","INSOPORTABLE","4","9","22.6000004"
"559","INSOPORTABLE Y A FUGADAS CONTINUAMENTE","4","9","22.6000004"
"560","INSUFRIBLE","8",NA,NA
"561","intenso","8",NA,NA
"562","INTOLERABLE","4","9","22.6000004"
"563","INTOLERABLE Y EN FUGAS","4","9","22.6000004"
"564","INTOLERABLES RAFAGAS","4","9","22.6000004"
"565","LA BRISA CON MAS FUERZA","4","9","22.6000004"
"566","LARGO","8",NA,NA
"567","LARGO BONANCIBLE","2","4","6.69999981"
"568","LEVE","8",NA,NA
"569","LLANA","8",NA,NA
"570","LLOVIOSO","8",NA,NA
"571","LO MAS DEL TIEMPO CALMA","1","0","0"
"572","LO MAS FRESCO","3","6","12.3000002"
"573","LO MISMO CON MUY POCA DIFERENCIA","8",NA,NA
"574","MANEJABLE","8",NA,NA
"575","MANTUVO","8",NA,NA
"576","MAS","8",NA,NA
"577","MÁS  Y MENOS CALMA","1","0","0"
"578","MAS APACIBLE","2","4","6.69999981"
"579","MAS APACIBLES","2","4","6.69999981"
"580","mas benigno","2","4","6.69999981"
"581","mas benignos","2","4","6.69999981"
"582","MAS BONANCIBLE","2","4","6.69999981"
"583","MÁS BONANCIBLE","2","4","7.30000019"
"584","MAS BONANZA","2","4","6.69999981"
"585","MAS CALMO","1","0","0"
"586","MÁS CALMOSA","1","0","0"
"587","MAS CALMOSO","2","2","2.5999999"
"588","MAS CONSTANTE","8",NA,NA
"589","MAS CONSTANTES","8",NA,NA
"590","MAS CONSTANTES Y FRESQUITOS","8",NA,NA
"591","MAS DURO","4","8","19"
"592","MAS ESCASO","8",NA,NA
"593","MAS FAVORABLE","8",NA,NA
"594","mas flogito","2","2","2.5999999"
"595","mas floja","2","3","4.5999999"
"596","MAS FLOJO","2","3","4.5999999"
"597","MÁS FLOJO","2","3","4.5999999"
"598","MAS FRESCA","3","6","12.3000002"
"599","MAS FRESCO","3","6","12.3000002"
"600","MÁS FRESCO","3","6","12.3000002"
"601","MAS FRESCO Y CON MAS IGUALDAD","3","6","12.3000002"
"602","MAS FRESQUITO","3","5","9.30000019"
"603","MÁS FRESQUITO","3","5","9.30000019"
"604","MAS FRESQUITO Y VARIABLE","3","5","9.30000019"
"605","MAS FUERTE","3","7","15.3999996"
"606","MAS FUERZA","4","9","22.6000004"
"607","MAS INCLINADO","8",NA,NA
"608","MAS INCREMENTADO","8",NA,NA
"609","mas intenso","8",NA,NA
"610","MAS MODERADO","2","4","6.69999981"
"611","MAS O MENOS BONANCIBLE","2","4","6.69999981"
"612","MAS O MENOS FRESCO","3","6","12.3000002"
"613","MÁS O MENOS FRESCO","3","6","12.3000002"
"614","MAS O MENOS FRESQUITO","3","5","9.30000019"
"615","MAS O MENOS FUERTE","3","7","15.3999996"
"616","MAS RECIO","3","7","15.3999996"
"617","MAS SERENO","1","0","0"
"618","MAS VECES FRESCO Y OTRAS MUY BONANCIBLE","3","6","12.3000002"
"619","MÁS VIVO","8",NA,NA
"620","MAS Y MENOS BONANCIBLE","2","4","6.69999981"
"621","MÁS Y MENOS BONANCIBLE","2","4","6.69999981"
"622","MÁS Y MENOS CALMOSO","1","1","1"
"623","MÁS Y MENOS FRESCO","3","6","12.3000002"
"624","MAS Y MENOS FRESCOS","3","6","12.3000002"
"625","MEDIANAMENTE BONANCIBLE","2","4","6.69999981"
"626","MEDIANAMENTE FRESCO","3","6","12.3000002"
"627","MEDIANAMENTE FRESCO Y CON TURBONADAS","3","6","12.3000002"
"628","MEDIANAMENTE FRESCO Y MUY VARIABLE","3","6","12.3000002"
"629","MEDIANAMENTE FRESQUITO","3","5","9.30000019"
"630","MEDIANAMENTE FUERTE","3","7","15.3999996"
"631","MEDIANAMENTE RECIO","3","7","15.3999996"
"632","MEDIANO","8",NA,NA
"633","MEDIO FRESQUITO","3","5","9.30000019"
"634","MENOS","8",NA,NA
"635","MENOS CALMOSO","1","0","0"
"636","MENOS DURO","3","7","6.69999981"
"637","MENOS FRESCO","3","6","12.3000002"
"638","MENOS FRESQUITO","8",NA,NA
"639","menos fuerte","3","7","15.3999996"
"640","menos fuertes","3","7","15.3999996"
"641","MENOS FURIOSO","4","9","22.6000004"
"642","MENOS VIENTO","8",NA,NA
"643","MISMO VIENTO","8",NA,NA
"644","MISMO VIENTO PERO EN VECES MAS BONANCIBLE","8",NA,NA
"645","MITIGADO","8",NA,NA
"646","moderada","2","4","6.69999981"
"647","MODERADO","2","4","6.69999981"
"648","MODERADO PERO INCONSTANTE","8",NA,NA
"649","MUCHA","3","7","15.3999996"
"650","MUCHA VARIEDAD","8",NA,NA
"651","MUCHAS CALMAS","1","0","0"
"652","MUCHISIMA","4","8","19"
"653","MUCHISIMO","4","8","19"
"654","MUCHO","3","7","15.3999996"
"655","MUCHO CON AGUACEROS","3","7","15.3999996"
"656","MUCHO EN RAFAGAS","3","7","15.3999996"
"657","mucho mas fresco","3","6","13.1000004"
"658","MUCHO VIENTO","3","7","15.3999996"
"659","MUERTO","1","0","0"
"660","MUI BONANCIBLE","2","4","6.69999981"
"661","MUI BONANZIBLE","2","4","6.69999981"
"662","MUI FLIJO","2","2","2.5999999"
"663","MUI FLOJITO","2","2","2.5999999"
"664","MUI FLOJO","2","2","2.5999999"
"665","MUI FLOXAS","2","2","2.5999999"
"666","MUI FLOXO","2","2","2.5999999"
"667","MUI FRESCO","3","6","13.1000004"
"668","MUI RECIO","8",NA,NA
"669","MUI VONANCIBLE","2","4","7.30000019"
"670","MUI VONANCIBLES","2","4","7.30000019"
"671","MUJY FLOJO","2","2","2.5999999"
"672","MUO FLOXO","2","2","2.5999999"
"673","muy amenazante","8",NA,NA
"674","MUY APACIBLE","2","4","7.30000019"
"675","MUY APACIBLES","2","4","7.30000019"
"676","MUY BENIGNO","2","4","7.30000019"
"677","MUY BONANCIBLE","2","4","7.30000019"
"678","MUY BONANCIBLE Y A VECES CALMA","2","4","7.30000019"
"679","MUY BONANCIBLE Y CALMA","2","4","7.30000019"
"680","MUY BONANCIBLE Y CALMAS MUY VARIABLES","2","4","7.30000019"
"681","MUY BONANCIBLE Y CALMOSO","2","4","7.30000019"
"682","MUY BONANCIBLE Y EN RATOS EN CALMA","2","4","7.30000019"
"683","MUY BONANCIBLE Y EN VECES CALMA","2","4","7.30000019"
"684","MUY BONANCIBLE Y VARIABLE","2","4","7.30000019"
"685","MUY BONANZA","2","4","7.30000019"
"686","MUY CALMA","1","0","0"
"687","MUY CALMO","1","0","0"
"688","MUY CALMOSA","2","2","2.9000001"
"689","MUY CALMOSO","2","2","2.9000001"
"690","MUY DESIGUAL","8",NA,NA
"691","MUY DURO","4","9","22.6000004"
"692","MUY ENDEBLE","2","2","2.9000001"
"693","muy escaso","2","2","2.9000001"
"694","MUY FAVORABLE","8",NA,NA
"695","MUY FLOGITO","1","1","1.20000005"
"696","MUY FLOJA","2","2","2.9000001"
"697","MUY FLOJITA","1","1","1.20000005"
"698","MUY FLOJITO","1","1","1.20000005"
"699","MUY FLOJITO Y CALMOSO","1","1","1.20000005"
"700","MUY FLOJITO Y MUY FUGOSO","1","1","1.20000005"
"701","MUY FLOJITO Y VARIABLE","1","1","1.20000005"
"702","MUY FLOJO","2","2","2.9000001"
"703","MUY FLOJO Y CALMOSO","2","2","2.9000001"
"704","MUY FLOJO Y EN PARTE CALMA","2","2","2.9000001"
"705","MUY FLOJO Y VARIABLE","2","2","2.9000001"
"706","MUY FLOJO Y VARIABLE Y CALMA","2","2","2.9000001"
"707","MUY FLOJOS","2","2","2.5999999"
"708","MUY FLOXO","2","2","2.5999999"
"709","MUY FOJO","2","2","2.5999999"
"710","MUY FRESCA","3","6","12.3000002"
"711","MUY FRESCACHÓN","3","7","16.2999992"
"712","MUY FRESCO","3","7","15.3999996"
"713","MUY FRESCO PERO VARIABLE","3","7","15.3999996"
"714","MUY FRESCO Y CHUBASCOSO","3","7","15.3999996"
"715","MUY FRESCO Y CON CHUBASCOS","3","7","15.3999996"
"716","MUY FRESCOS","3","7","15.3999996"
"717","muy fresquito","3","5","10"
"718","MUY FUERTE","3","7","16.2999992"
"719","MUY FUERTE COMO HURACAN","4","12","35"
"720","MUY FUERTE Y VARIABLE","3","7","16.2999992"
"721","MUY FUERTES","3","7","16.2999992"
"722","MUY FUGOSO","8",NA,NA
"723","MUY FURIOSO","4","9","22.6000004"
"724","MUY HERMOSO","8",NA,NA
"725","MUY INCONSTANTE","8",NA,NA
"726","MUY MUERTO","1","0","0"
"727","MUY MUY FRESCO","3","7","17.1000004"
"728","MUY PACIFICO","1","0","0"
"729","MUY PIQUERO","8",NA,NA
"730","MUY PIQUERO Y BONANCIBLE","8",NA,NA
"731","MUY POCA","8",NA,NA
"732","MUY POCA FUERZA","8",NA,NA
"733","MUY POCO","1","1","1"
"734","MUY POCO VIENTO","1","1","1"
"735","MUY RECIA LA BRISA","3","7","16.2999992"
"736","MUY RECIO","3","7","16.2999992"
"737","MUY RECIO EN RAFAGAS","3","7","16.2999992"
"738","MUY RECIO Y EN FUGAS","3","7","16.2999992"
"739","MUY RECIO Y VARIABLE","3","7","16.2999992"
"740","MUY RIGUROSO","8",NA,NA
"741","MUY SUAVE","2","3","4.5999999"
"742","MUY TORMENTOSO","4","9","23.5"
"743","MUY VARIABLE","8",NA,NA
"744","MUY VARIABLE Y BONANCIBLE DEL NO AL N Y NE","8",NA,NA
"745","MUY VARIABLE Y CALMOSO","8",NA,NA
"746","MUY VARIABLE Y EN VENTOLINAS","8",NA,NA
"747","MUY VARIABLE Y FRESCACHON","8",NA,NA
"748","MUY VARIABLE Y FRESQUITO","8",NA,NA
"749","MUY VARIABLES","8",NA,NA
"750","MUY VARIABLES Y CALMOSOS","8",NA,NA
"751","MUY VARIO","8",NA,NA
"752","MUY VONANCIBLE","2","4","6.69999981"
"753","NEBLINOSO","8",NA,NA
"754","NO DEL TODO MUY FRESCO","8",NA,NA
"755","NO FRESCO","3","6","11.6000004"
"756","NO FUERTE","3","7","14.6999998"
"757","NO HA HABIDO","8",NA,NA
"758","NO MUY BONANCIBLE","2","4","6.0999999"
"759","NO MUY FRESCO","3","6","11.6000004"
"760","NO MUY FUERTE","3","7","14.6999998"
"761","NO MUY RECIO","4","8","18.1000004"
"762","NO TAN FRESCO","3","6","11.6000004"
"763","NO TAN FRESCO COMO AYER","3","6","11.6000004"
"764","NO TAN FRESCO COMO EL ANTERIOR","3","6","11.6000004"
"765","NO TAN FUERTE","3","7","14.6999998"
"766","NOTABLE INCREMENTO","8",NA,NA
"767","NOTABLEMENTE INCREMENTANDO","8",NA,NA
"768","OTRAS BONANCIBLE","8",NA,NA
"769","PACIFICO","1","0","0"
"770","PAMPERILLO","3","6","12.3000002"
"771","PAMPERO","3","7","15.3999996"
"772","PAMPERO DURO","4","8","19"
"773","PAMPERO FRESCACHON","3","7","15.3999996"
"774","PAMPERO FRESCO","3","6","12.3000002"
"775","PAPAIGOS","8",NA,NA
"776","PERFECTA CALMA","1","0","0"
"777","PICARON","8",NA,NA
"778","POCA","2","2","2.5999999"
"779","POCA VENTOLINA","2","2","2.5999999"
"780","POCO","2","2","2.5999999"
"781","POCO A FRESCO","8",NA,NA
"782","POCO FRESCO","3","6","11.6000004"
"783","POCO MAS BONANCIBLE","2","4","7.30000019"
"784","POCO SUAVE","8",NA,NA
"785","POCO VIENTECITO","2","2","2.5999999"
"786","POCO VIENTO","2","2","2.5999999"
"787","POCO Y ALGO VARIABLE","2","2","2.5999999"
"788","POQUÍSIMO","8",NA,NA
"789","POQUITO VIENTO","2","2","2"
"790","POR LA PROA","8",NA,NA
"791","PROA","8",NA,NA
"792","quasi calma","1","1","1"
"793","QUASI EN CALMA","1","1","1"
"794","RACHAS","8",NA,NA
"795","RACHAS DE VIENTO","8",NA,NA
"796","RACHAS ENTABLADO","8",NA,NA
"797","RAFAGAS","8",NA,NA
"798","ráfagas","8",NA,NA
"799","RAFAGAS ENORMEMENTE IMPETUOSAS","8",NA,NA
"800","RAFAGAS RECIAS","8",NA,NA
"801","ráfagas sin cesar","8",NA,NA
"802","RAFAGAS VIOLENTAS","8",NA,NA
"803","RAZONABLEMENTE FRESQUITO","3","5","9.30000019"
"804","RECALMÓN","2","2","2.5999999"
"805","RECALMONES","2","2","2.5999999"
"806","RECALMOSO","2","2","2.5999999"
"807","RECIAS FUGADAS","3","7","15.3999996"
"808","recias ráfagas","8",NA,NA
"809","RECIO","3","7","15.3999996"
"810","RECIO A FUGADAS","8",NA,NA
"811","RECIO CON APARIENCIA DE MAL TIEMPO","8",NA,NA
"812","RECIO CON REPETIDAS FUGADAS","8",NA,NA
"813","RECIO CON REPETIDOS AGUACEROS","3","7","15.3999996"
"814","RECIO Y A FUGADAS","3","7","15.3999996"
"815","RECIO Y VARIABLE","3","7","15.3999996"
"816","RECIOS","8",NA,NA
"817","REFRESCA - FLOXO","3","6","12.6000004"
"818","REFRESCADO","3","6","12.6000004"
"819","REFRESCADO MUCHO","8",NA,NA
"820","REFRESCANDO","3","6","12.6000004"
"821","REFRESCANDO LA BRISA","3","6","12.6000004"
"822","REFRESCANDO MUCHO","3","6","12.6000004"
"823","REFRESCAR","3","6","12.6000004"
"824","REFRESCO","3","6","12.6000004"
"825","REFRESCÓ","3","6","12.6000004"
"826","REFRESCO ALGO","3","6","12.6000004"
"827","REFRESCO MAS","3","6","12.6000004"
"828","REGULAR","8",NA,NA
"829","REGULARCITO","8",NA,NA
"830","REGULARMENTE ENTABLADOS","8",NA,NA
"831","REGULARMENTE FRESCO","3","6","12.6000004"
"832","RIGIDEZ REGULAR","8",NA,NA
"833","RIGUROSO","3","7","15.3999996"
"834","ROLANDO","8",NA,NA
"835","SE EMPEZO A PONER VARIABLE","8",NA,NA
"836","SE QUEDO ALGUN TANTO EL VIENTO","8",NA,NA
"837","SEGUIDO","8",NA,NA
"838","SER TORMENTA","4","9","22.6000004"
"839","SERENO","8",NA,NA
"840","SIGUIO LA VENTOLINA VARIABLE","8",NA,NA
"841","SIN MALICIA","8",NA,NA
"842","SIN VIENTO ALGUNO","1","0","0"
"843","SOPLANDO BIEN","8",NA,NA
"844","SOPLANDO DECLARADO","8",NA,NA
"845","SOPLANDO REGULARMENTE FRESCA","8",NA,NA
"846","SOPLOS","8",NA,NA
"847","SOSEGADO","1","1","1"
"848","SUABE","1","1","1"
"849","SUAVE","1","1","1"
"850","SUAVE E INCONSTANTE","1","1","1"
"851","SUBSISTE FRESCO","8",NA,NA
"852","SUBSISTIO","8",NA,NA
"853","SUMAMENTE DURO","3","7","15.3999996"
"854","SUMAMENTE FLOJA","2","3","4.5999999"
"855","SUMAMENTE FLOJITO","2","2","2.9000001"
"856","SUMAMENTE FLOJO","2","3","4.9000001"
"857","SUMAMENTE FLOXO","2","3","4.5999999"
"858","SUMAMENTE FRESCO","3","7","16.2999992"
"859","SUMAMENTE FRESCO Y MUY VARIABLE","3","7","16.2999992"
"860","SUMAMENTE FUERTE","3","7","16.2999992"
"861","SUMAMENTE FUERTE, COMO ESPECIE DE HURACAN","4","12","35"
"862","SUMAMENTE MUY FRESCO","3","6","13.1000004"
"863","SUMAMENTE MUY RECIO","3","7","16.2999992"
"864","SUMAMENTE RECIO","3","7","16.2999992"
"865","SUMAMENTE RECIOS","3","7","16.2999992"
"866","SUMAMENTE TEMPESTUOSO","4","9","23.5"
"867","SUMAMENTE VARIABLE","8",NA,NA
"868","TAN FRESCO","3","6","13.1000004"
"869","TAN RECIO QUE NO SE VE MAS QUE UN PURO POLVO DEL COLOR DEL ARCO IRIS","4","8","19"
"870","TAN RECIO QUE TODA LA BAHIA ES UN BORRADO","3","7","16.2999992"
"871","TAN SUMAMENTE FUERTE","3","7","16.2999992"
"872","tempestad","4","9","22.6000004"
"873","TEMPESTUOSO","4","9","22.6000004"
"874","TEMPORAL","4","9","22.6000004"
"875","TENACES","8",NA,NA
"876","TENAZ","8",NA,NA
"877","TERRAL","8",NA,NA
"878","TERRAL FLOJO","8",NA,NA
"879","TERRALES","8",NA,NA
"880","TERRIBLE","8",NA,NA
"881","terrible furia","8",NA,NA
"882","TESA","8",NA,NA
"883","TOMAR FUERZA","8",NA,NA
"884","TORMENTA","4","9","22.6000004"
"885","TORMENTOSO","4","9","22.6000004"
"886","tormentoso VARIABLE","4","9","22.6000004"
"887","TOTAL CALMA","1","0","0"
"888","TOTALMENTE CALMA","1","0","0"
"889","turbonada","4","9","22.6000004"
"890","TURBONADAS","4","9","22.6000004"
"891","turbonadas VARIABLES","4","9","22.6000004"
"892","TURBONANCIBLEADA CON MUCHO VIENTO Y AGUA","8",NA,NA
"893","UN POCO CALMOSO","8",NA,NA
"894","UN POCO MAS BONANCIBLE","2","4","6.69999981"
"895","UN POCO MENOS FUERTE","3","7","14.6999998"
"896","UN POQUITO MÁS FRESCO","8",NA,NA
"897","UNAS VECES FRESQUITO Y OTRAS CALMOSO","3","5","9.30000019"
"898","VA A MÁS BONANCIBLE","2","4","6.69999981"
"899","VA A MÁS FLOJO","2","3","4.9000001"
"900","VA A MENOS","8",NA,NA
"901","VARIA","8",NA,NA
"902","VARIABLE","8",NA,NA
"903","VARIABLE AL NNE FRESQUITO","8",NA,NA
"904","VARIABLE CALMOSO Y CONTRARIO","2","2","2.5999999"
"905","VARIABLE CON CALMAS","8",NA,NA
"906","VARIABLE DE TODA VELA","3","6","12.3000002"
"907","VARIABLE E IMPETUOSO","8",NA,NA
"908","VARIABLE E INAGUANTABLE","8",NA,NA
"909","VARIABLE E INCONSTANTE, SIEMPRE BONANCIBLE","2","4","4.5999999"
"910","VARIABLE EN EL 1º CUADRANTE, FRESCO Y A FUGADAS","3","6","12.3000002"
"911","VARIABLE EN VENTOLINAS","8",NA,NA
"912","VARIABLE EN VENTOLINAS CALMOSAS","8",NA,NA
"913","VARIABLE Y APACIBLE","8",NA,NA
"914","VARIABLE Y BONANCIBLE","8",NA,NA
"915","VARIABLE Y CALMOSO","8",NA,NA
"916","VARIABLE Y CASI CALMA","8",NA,NA
"917","VARIABLE Y FLOJITO","8",NA,NA
"918","VARIABLE Y FLOJO","8",NA,NA
"919","VARIABLE Y FRESCACHON","8",NA,NA
"920","VARIABLE Y FRESCO","8",NA,NA
"921","VARIABLE Y FRESQUITO","8",NA,NA
"922","VARIABLE Y MUY FLOJO","8",NA,NA
"923","VARIABLE Y MUY RECIO","8",NA,NA
"924","VARIABLE Y RECIO","8",NA,NA
"925","VARIABLE Y TORMENTOSO","8",NA,NA
"926","VARIABLE, CALMOSO Y CALMA","2","2","2.5999999"
"927","VARIABLE, FRESCO Y A FUGADAS","3","6","12.3000002"
"928","VARIABLE, FRESCO Y BONANCIBLE","3","6","12.3000002"
"929","VARIABLE, FRESCO Y CALMOSO","3","6","12.3000002"
"930","VARIABLES","8",NA,NA
"931","VARIABLES fresquitos","8",NA,NA
"932","VARIANDO","8",NA,NA
"933","VARIEDAD","8",NA,NA
"934","VARIO","8",NA,NA
"935","VARIO Y FLOJO","8",NA,NA
"936","VARIOS","8",NA,NA
"937","VARIOS Y DEBILES","8",NA,NA
"938","VBVE","8",NA,NA
"939","VENTANDO LA BRISA FRESQUITA","3","5","9.30000019"
"940","VENTOLINA","1","1","1"
"941","VENTOLINA A FRESCO","3","6","12.3000002"
"942","VENTOLINA ALARGADA AUNQUE CALMOSA","8",NA,NA
"943","VENTOLINA CALMA","1","0","0"
"944","VENTOLINA CALMOSA","2","2","2.5999999"
"945","VENTOLINA CASI CALMA","1","1","1"
"946","VENTOLINA CON SU RIGIDEZ HABITUAL","8",NA,NA
"947","VENTOLINA CUASI CALMA","1","1","1"
"948","VENTOLINA DE TODA VELA","3","6","12.3000002"
"949","VENTOLINA FLOGITA","2","2","2.5999999"
"950","VENTOLINA FLOJA","2","3","4.5999999"
"951","VENTOLINA FLOJÍSIMA","2","3","4.9000001"
"952","VENTOLINA FLOJITA","2","2","2.5999999"
"953","VENTOLINA FLOXA","2","2","2.5999999"
"954","VENTOLINA FOXA","2","2","2.5999999"
"955","VENTOLINA MAS FRESCA","3","6","13.1000004"
"956","VENTOLINA MÁS FRESCA","3","6","13.1000004"
"957","VENTOLINA MUI FLOJA","2","3","4.9000001"
"958","VENTOLINA MUI FLOXA","2","3","4.9000001"
"959","VENTOLINA MUY CALMOSA","2","2","2.9000001"
"960","VENTOLINA MUY FLOJA","2","3","4.9000001"
"961","VENTOLINA MUY FLOXA","2","3","4.9000001"
"962","VENTOLINA MUY FLOXO","2","3","4.9000001"
"963","VENTOLINA MUY SUABE","1","1","1"
"964","VENTOLINA RECALMOSA","8",NA,NA
"965","VENTOLINA SUAVE","1","1","1"
"966","VENTOLINA SUMAMENTE FLOJA","2","3","4.9000001"
"967","VENTOLINA SUMAMENTE FLOXA","2","3","4.9000001"
"968","VENTOLINA VARIABLE","8",NA,NA
"969","VENTOLINA VONANCIBLE","2","4","6.69999981"
"970","VENTOLINAS","1","1","1"
"971","VENTOLINAS BASTANTE FLOJAS","2","3","4.5999999"
"972","ventolinas calmosa","2","2","2.5999999"
"973","VENTOLINAS CALMOSAS","2","2","2.5999999"
"974","VENTOLINAS DE TODAS PARTES","8",NA,NA
"975","VENTOLINAS DE TODOS LOS CUADRANTES","8",NA,NA
"976","VENTOLINAS DE VARIAS PARTES","8",NA,NA
"977","VENTOLINAS FLOJAS","2","3","4.5999999"
"978","VENTOLINAS FLOJITAS","2","2","2.5999999"
"979","VENTOLINAS FLOXAS","2","2","2.5999999"
"980","VENTOLINAS MUY BONANCIBLES","2","4","6.69999981"
"981","VENTOLINAS MUY CALMOSAS","2","2","2.9000001"
"982","VENTOLINAS MUY FLOJAS","2","3","4.9000001"
"983","VENTOLINAS MUY FLOJAS Y VARIABLES","2","3","4.9000001"
"984","VENTOLINAS MUY VARIABLES","8",NA,NA
"985","VENTOLINAS PERDIDAS","8",NA,NA
"986","VENTOLINAS SUMAMENTE FLOJAS","2","3","4.9000001"
"987","VENTOLINAS VARIABLES","8",NA,NA
"988","VENTOLINAS VARIAS","8",NA,NA
"989","VENTOLINAS VARIAS INCONSTANTES","8",NA,NA
"990","VENTOLINILLA","8",NA,NA
"991","ventoso","8",NA,NA
"992","ventosos","8",NA,NA
"993","VIENTECITO","8",NA,NA
"994","VIENTECITO APARENTE","8",NA,NA
"995","VIENTECITO ENTABLADO","8",NA,NA
"996","VIENTECITO FAVORABLE","2","2","2.5999999"
"997","VIENTO FLOJO","2","3","4.5999999"
"998","VIENTO FORMAL","8",NA,NA
"999","VIENTO FRESCO","3","6","12.3000002"
"1000","VIENTO FRESQUITO","3","5","9.30000019"
"1001","VIENTO GENERAL","8",NA,NA
"1002","VIENTO GENERAL FRESQUITO","3","5","9.30000019"
"1003","VIENTO GENERAL SIGUE FRESQUITO","3","5","9.30000019"
"1004","VIENTO MODERADO","8",NA,NA
"1005","VIENTOA","8",NA,NA
"1006","VIENTOS","8",NA,NA
"1007","VIENTOS CONTRARIOS","8",NA,NA
"1008","VIENTOS FLOJOS","2","3","4.5999999"
"1009","VIVITO","3","6","12.3000002"
"1010","VIVO","3","7","15.3999996"
"1011","VONANCIBLE","2","4","6.69999981"
"1012","VONANCIBLES","2","4","6.69999981"
"1013","VONANCIBÑE","2","4","6.69999981"
"1014","VONANZIBLE","2","4","6.69999981"
"1015","VONAZIBLE","2","4","6.69999981"
"1016","VTO FRESCO","3","6","12.3000002"
"1017","YA FRESCO, YA GALENO","3","6","12.3000002"
"1018","YA FRESQUITO, YA BONANCIBLE","3","5","8"
"1019","YA RECIO YA MODERADO","8",NA,NA
