state,March_15,April_15,May_15,June_15,July_15,August_15,September_15,October_15,November_15,December_15,January_16,February_16,March_16,state_total,Lon,Lat
MN,0,9910.52,2919.75,10267.79,6750.94,3029.08,7149.72,5378.1,24381.12,6394.49,5194.11,142.75,0,81518.37,-93.583003,45.210782
MS,0,6941.55,6420.16,4419.32,1895.96,675.32,1757.55,405.64,1130.02,21822,1037.75,50,0,46555.27,-89.593164,32.56642
MO,0,9683.7,6672.1,19320.42,5618.73,3003.4,7944.12,3419.48,9206.88,11030.42,5097.2,1043.07,0,82039.52,-92.15377,38.437715
MT,0,2278.2,440.16,2418.68,661.92,895,2233.76,590.48,1054.48,943.32,1240.76,120.32,0,12877.08,-111.209708,46.813302
NE,0,5061.7,875,1583.75,746.92,1321.01,3003.2,855.16,1400,4617,1750.64,100,0,21314.38,-97.403875,41.183753
NV,0,19733.71,15975,46919.85,4628.07,7009.02,9471.62,5338.09,17809.58,9082.55,3314.63,195.64,0,139477.76,-116.304648,37.165965
NH,0,5837.75,1736.86,10525.24,1299.71,3621.67,11606.19,2805.07,3043.47,4602.11,4883.66,422.08,0,50383.81,-71.463342,43.153046
NJ,0,11657.43,14552.68,10334.19,3091.92,3529.15,15330.24,8966.25,5702.15,14369.2,6065.92,160.32,0,93759.45,-74.428055,40.438458
NM,0,2203.2,1200,20725,1275.35,2212.51,1986.76,2152.16,1082.51,4064.07,660.16,0,0,37561.72,-106.342108,34.623012
NY,0,41969.35,37730.73,35211.75,13452.99,7852.48,32331.87,11012.05,10386.18,11426.01,9852.86,720.48,0,211946.75,-74.645228,41.507548
NC,0,19231.21,17792.95,18996.3,10569.43,4804.71,15424.91,7751.92,3647.35,6489.01,6326.12,722.32,0,111756.23,-79.667654,35.553334
ND,0,2051.6,232.75,2141.6,674.39,720.64,1127.67,821.76,260.08,1302.92,1580.16,360,0,11273.57,-99.334736,47.375168
OH,0,28589.98,7982.76,15027.94,5130.68,4866.8,10753.23,3468.78,7183.97,10690.54,5239.84,-649.4,0,98285.12,-82.749366,40.480854
OK,0,14554.01,3549.83,23491.99,2152.88,2751.07,4483.76,3136.6,3632.12,3687.11,3668.85,120.16,0,65228.38,-96.834653,35.59794
OR,0,6368.5,5370.09,11834.45,1735.87,4183.33,9158.58,5275.27,3313.14,5404.28,4369.55,1076.07,0,58089.13,-122.579524,44.732273
PA,0,21541.49,21795.57,13255.72,9974.63,6492.87,15133.2,9076.83,8686.01,13419.32,7626.94,3548.48,0,130551.06,-77.075925,40.463528
RI,0,,1000,,,,311.16,726.75,139.57,577.91,253.32,25,0,3033.71,-71.448902,41.753318
SC,0,4737.46,8563.04,11459.23,2705.33,3408.6,17020.99,7168.11,3011.08,5064.55,2928.14,570.16,0,66636.69,-81.032387,34.034551
SD,0,1951.6,1300,1351.6,75,1300,1658.75,100,405.16,311.32,325.16,10,0,8788.59,-99.043799,44.047502
TN,0,21346.81,13975.57,23844.44,11708.51,3642.16,4616.13,3695.82,5882,11260.5,5328.2,25,0,105325.14,-86.397772,35.795862
TX,0,117910.97,62865.58,150930.3,97402.19,23309.32,51242.55,29504.53,29635.52,26827.18,27097.24,3593.84,0,620319.22,-97.388631,30.943149
UT,0,8501.75,3720,17609.06,1622.35,3821.43,3957.35,2431.12,1766.12,3226.71,1500.39,370,0,48526.28,-111.90016,40.438987
VT,0,1720.25,296.76,3402.4,360.8,1682.4,5815.95,95.16,312.25,100,322.08,50,0,14158.05,-72.814309,44.081127
VA,0,17377.34,14003.54,19586.89,10640.64,7523.74,39422.93,5802.88,11071.32,11938.11,19921.58,1415.32,0,158704.29,-77.835857,37.750345
WA,0,17566.05,3749.88,16970.91,8257.24,18952.07,29763.03,7185.91,11233.93,14608.1,8468.92,3669.39,0,140425.43,-121.624501,47.341728
WV,0,3203.2,250,3955.34,1605.16,977.83,2282.24,440.32,1488.1,1830.32,1051.76,1120.16,0,18204.43,-80.820221,38.767195
WI,0,6723.8,1039.92,22381.94,1608.06,4528.74,7422.89,3796.89,3987.12,3990.67,1970.58,1345.16,0,58795.77,-89.001006,43.728544
WY,0,1030.55,8750,4228.2,2440,18745.1,8963.58,566.92,1185.16,2021.92,1116.16,-979.84,0,48067.75,-107.008835,42.675762
